date,open,high,low,close,volume
2010-01-04,35.591861724853516,36.28375244140625,35.47505187988281,36.256797790527344,8223402
2010-01-05,36.0860710144043,36.35563659667969,36.023170471191406,36.328678131103516,7210668
2010-01-06,36.33766555786133,36.427520751953125,36.14896774291992,36.328678131103516,6588115
2010-01-07,36.33766555786133,37.164337158203125,36.01418685913086,37.02955627441406,10892792
2010-01-08,36.76897430419922,37.91912841796875,36.65216064453125,37.84724426269531,7595173
2010-01-11,38.017967224121094,38.75478744506836,38.00898361206055,38.32347869873047,5694015
2010-01-12,38.08985137939453,38.19768142700195,37.613616943359375,37.89216995239258,5018599
2010-01-13,37.88318634033203,38.18869400024414,37.595645904541016,38.026954650878906,4560532
2010-01-14,37.95507049560547,38.395362854003906,37.84724426269531,38.25159454345703,3817897
2010-01-15,38.22463607788086,38.467247009277344,37.9281120300293,38.30550765991211,6376108
2010-01-19,38.386375427246094,38.8266716003418,38.17072296142578,38.50318908691406,5809756
2010-01-20,38.25159454345703,38.34144973754883,37.649559020996094,38.062896728515625,5138124
2010-01-21,38.062896728515625,38.19768142700195,36.553321838378906,36.59824752807617,8257346
2010-01-22,36.4544792175293,36.912742614746094,35.807518005371094,35.83447265625,7705350
2010-01-25,36.202880859375,36.544334411621094,36.01418685913086,36.139984130859375,3427048
2010-01-26,35.98722839355469,36.35563659667969,35.68172073364258,35.91534423828125,3089062
2010-01-27,36.077083587646484,36.28375244140625,35.439109802246094,36.175926208496094,6566636
2010-01-28,36.41853713989258,36.472450256347656,35.277366638183594,35.78055953979492,6570086
2010-01-29,34.59446334838867,35.19649887084961,33.767791748046875,34.72026062011719,16942933
2010-02-01,34.971858978271484,35.421138763427734,34.917945861816406,35.3762092590332,5719834
2010-02-02,35.43012237548828,35.58287811279297,35.09765625,35.51099395751953,7842125
2010-02-03,35.367225646972656,35.52896499633789,34.98084259033203,35.23244094848633,4855560
2010-02-04,35.1875114440918,35.1875114440918,33.85764694213867,33.9025764465332,10760691
2010-02-05,33.9025764465332,34.06431579589844,32.95909118652344,33.668949127197266,9481530
2010-02-08,33.731849670410156,33.731849670410156,33.066917419433594,33.12981414794922,6942349
2010-02-09,33.57909393310547,34.36083984375,33.47126770019531,33.98344421386719,7646589
2010-02-10,33.89358901977539,34.14518737792969,33.57909393310547,33.89358901977539,4449353
2010-02-11,33.79474639892578,34.45968246459961,33.50720977783203,34.35185241699219,4923892
2010-02-12,33.96547317504883,34.14518737792969,33.54315185546875,34.019386291503906,6346283
2010-02-16,34.26199722290039,35.01678466796875,34.217071533203125,34.971858978271484,6646208
2010-02-17,34.96287155151367,35.241424560546875,34.81011962890625,35.12461471557617,5250749
2010-02-18,35.10664367675781,35.89737319946289,35.02577209472656,35.807518005371094,5911141
2010-02-19,35.7446174621582,36.3646240234375,35.52896499633789,36.139984130859375,6469369
2010-02-22,36.31969451904297,36.391578674316406,35.94230270385742,36.077083587646484,4527813
2010-02-23,36.077083587646484,36.3646240234375,35.753604888916016,35.87940216064453,5789501
2010-02-24,36.041141510009766,36.70607376098633,35.98722839355469,36.463462829589844,5367158
2010-02-25,35.94230270385742,36.14896774291992,35.48403549194336,36.1130256652832,6281623
2010-02-26,36.104042053222656,36.328678131103516,35.86143112182617,36.0860710144043,4965959
2010-03-01,36.16693878173828,36.69709014892578,36.16693878173828,36.4544792175293,5059554
2010-03-02,36.58027648925781,36.83187484741211,36.41853713989258,36.553321838378906,4506556
2010-03-03,36.571292877197266,37.00259780883789,36.571292877197266,36.76897430419922,6172115
2010-03-04,36.813899993896484,37.03853988647461,36.61621856689453,37.00259780883789,4116932
2010-03-05,37.146366119384766,37.66753005981445,37.04752731323242,37.658546447753906,6121812
2010-03-08,37.649559020996094,37.730430603027344,37.245208740234375,37.281150817871094,3911603
2010-03-09,37.27216720581055,38.18869400024414,37.209266662597656,37.982025146484375,6166773
2010-03-10,37.89216995239258,38.18869400024414,37.82926940917969,38.044925689697266,5338890
2010-03-11,37.946083068847656,38.2965202331543,37.70347213745117,38.2965202331543,3927072
2010-03-12,38.4582633972168,38.75478744506836,38.15275192260742,38.5750732421875,6181686
2010-03-15,38.55710220336914,38.6649284362793,38.27854919433594,38.61101531982422,5457970
2010-03-16,38.763771057128906,38.799713134765625,38.32347869873047,38.6649284362793,7114625
2010-03-17,38.835655212402344,38.97043991088867,38.314491271972656,38.55710220336914,5699913
2010-03-18,38.56608963012695,39.11420822143555,38.449275970458984,39.02435302734375,5522073
2010-03-19,39.37479019165039,39.79711151123047,39.17710876464844,39.37479019165039,10787401
2010-03-22,39.12319564819336,39.52754592895508,39.00638198852539,39.14116668701172,5311291
2010-03-23,39.24000549316406,39.83305358886719,39.168121337890625,39.70725631713867,6164436
2010-03-24,39.74319839477539,40.48001480102539,39.581459045410156,39.967838287353516,8725986
2010-03-25,40.21044921875,40.686683654785156,39.80609893798828,39.842041015625,6706193
2010-03-26,39.922908782958984,40.42610168457031,39.85102462768555,40.07566452026367,4958614
2010-03-29,40.354217529296875,40.551902770996094,40.21044921875,40.318275451660156,4807483
2010-03-30,40.44407272338867,40.686683654785156,40.030738830566406,40.390159606933594,5430593
2010-03-31,41.00117874145508,41.135963439941406,40.52494430541992,40.67770004272461,9926799
2010-04-01,40.89335250854492,41.19886016845703,40.18349075317383,40.46204376220703,7463295
2010-04-05,40.686683654785156,41.01016616821289,40.50697326660156,40.839439392089844,4678944
2010-04-06,40.839439392089844,41.109004974365234,40.74958419799805,40.848426818847656,4413073
2010-04-07,40.884368896484375,41.11799240112305,40.50697326660156,40.65972900390625,5557463
